   8.3000000e-03  -8.0000000e-04   3.8000000e-03
   3.9000000e-03   3.0000000e-04   2.3000000e-03
   3.0000000e-03  -1.8000000e-03   3.3000000e-03
   2.2000000e-03  -4.5000000e-03  -3.0000000e-04
  -1.1000000e-03   4.2000000e-03  -5.0000000e-04
  -1.0000000e-04  -1.1000000e-03  -1.5000000e-03
   3.7000000e-03   2.2000000e-03   1.8000000e-03
   1.5000000e-03  -1.8000000e-03   2.8000000e-03
   8.0000000e-04  -6.0000000e-04  -3.0000000e-04
   1.3000000e-03  -1.3000000e-03   5.5000000e-03
   2.0000000e-03   8.0000000e-04  -1.8000000e-03
   4.7000000e-03  -2.6000000e-03  -4.9000000e-03
  -4.0000000e-04  -6.0000000e-04   1.0000000e-04
  -1.3000000e-03  -8.0000000e-04   1.6000000e-03
  -1.0000000e-04  -3.8000000e-03  -4.4000000e-03
   3.5000000e-03  -1.0000000e-04   3.0000000e-03
   5.0000000e-04  -2.3000000e-03   2.0000000e-03
   3.0000000e-03   8.0000000e-04  -2.2000000e-03
   1.5000000e-03   0.0000000e+00  -1.5000000e-03
   5.4000000e-03  -4.5000000e-03   3.0000000e-04
   1.3000000e-03   1.5000000e-03  -8.0000000e-04
  -8.0000000e-04  -3.0000000e-03  -5.4000000e-03
   2.0000000e-03  -1.1000000e-03   6.2000000e-03
   3.0000000e-04   5.0000000e-04   1.8000000e-03
   1.0000000e-03  -3.0000000e-03   1.6000000e-03
   1.2000000e-03   1.8000000e-03   8.0000000e-04
   3.7000000e-03   1.5000000e-03   8.4000000e-03
  -1.6000000e-03  -1.6000000e-03   6.9000000e-03
   1.2000000e-03  -8.0000000e-04   2.3000000e-03
   2.0000000e-03   5.0000000e-04   8.0000000e-04
   2.0000000e-03   1.3000000e-03   6.4000000e-03
  -2.3000000e-03   1.3000000e-03   2.8000000e-03
  -3.0000000e-03  -2.3000000e-03  -1.8000000e-03
  -1.6000000e-03  -3.5000000e-03   8.0000000e-04
   2.7000000e-03  -2.1000000e-03  -5.2000000e-03
  -8.0000000e-04   8.0000000e-04  -8.0000000e-04
   3.9000000e-03  -2.1000000e-03  -2.0000000e-03
  -2.6000000e-03  -1.6000000e-03   6.0000000e-04
   4.4000000e-03   5.0000000e-04   1.0000000e-04
   2.0000000e-03   3.0000000e-04   2.0000000e-03
   3.0000000e-03  -6.0000000e-04   4.2000000e-03
   2.2000000e-03  -6.0000000e-04   6.2000000e-03
  -4.0000000e-04  -2.1000000e-03  -3.7000000e-03
  -5.5000000e-03  -4.0000000e-04  -1.5000000e-03
  -2.1000000e-03   2.0000000e-03   2.3000000e-03
   1.2000000e-03  -1.3000000e-03  -2.2000000e-03
  -8.0000000e-04  -5.5000000e-03  -3.5000000e-03
   2.2000000e-03  -3.5000000e-03  -6.4000000e-03
   2.5000000e-03  -1.3000000e-03  -5.9000000e-03
  -1.0000000e-04   1.7000000e-03   3.3000000e-03
   1.0000000e-03  -6.0000000e-04  -2.7000000e-03
   1.7000000e-03  -2.8000000e-03  -1.3000000e-03
   2.5000000e-03   5.0000000e-04   8.0000000e-04
   1.5000000e-03   8.0000000e-04   1.1000000e-03
   3.4000000e-03  -1.3000000e-03  -9.6000000e-03
   2.2000000e-03   0.0000000e+00  -3.0000000e-03
  -4.0000000e-04  -4.7000000e-03  -5.0000000e-04
  -2.3000000e-03  -2.6000000e-03   6.0000000e-03
   2.7000000e-03   2.0000000e-03   4.7000000e-03
   0.0000000e+00   5.0000000e-04   6.0000000e-03
   3.0000000e-04  -1.3000000e-03   6.0000000e-03
  -1.3000000e-03   2.5000000e-03   1.3000000e-03
  -4.3000000e-03  -2.1000000e-03   4.0000000e-03
   0.0000000e+00   0.0000000e+00  -1.3000000e-03
  -4.0000000e-04  -3.0000000e-03  -3.0000000e-03
  -1.0000000e-04  -6.0000000e-04  -1.5000000e-03
  -2.1000000e-03  -2.8000000e-03  -1.3000000e-03
  -1.6000000e-03  -8.0000000e-04  -2.0000000e-03
   0.0000000e+00   1.3000000e-03  -4.0000000e-03
  -1.0000000e-04  -6.0000000e-04  -8.0000000e-04
   8.0000000e-04   8.0000000e-04   1.1000000e-03
  -2.6000000e-03  -2.1000000e-03  -1.0000000e-03
  -1.0000000e-04  -2.1000000e-03  -6.2000000e-03
   3.0000000e-04  -2.3000000e-03   6.0000000e-04
   3.0000000e-04  -6.0000000e-04  -2.5000000e-03
  -4.0000000e-03   1.5000000e-03   0.0000000e+00
   3.5000000e-03   2.2000000e-03  -5.7000000e-03
  -3.0000000e-04  -1.8000000e-03  -5.4000000e-03
  -3.0000000e-04   1.5000000e-03   1.0000000e-04
  -3.8000000e-03   1.2000000e-03  -1.3000000e-03
   1.5000000e-03  -4.0000000e-04   8.0000000e-04
   1.5000000e-03  -3.5000000e-03   4.2000000e-03
   1.7000000e-03   3.0000000e-04   2.0000000e-03
  -4.0000000e-04   3.0000000e-03   8.6000000e-03
  -8.0000000e-04   3.2000000e-03  -2.7000000e-03
   1.5000000e-03  -6.0000000e-04   1.8000000e-03
  -1.6000000e-03  -2.3000000e-03   3.0000000e-04
  -1.3000000e-03  -3.8000000e-03   0.0000000e+00
   3.0000000e-04   0.0000000e+00  -5.0000000e-04
  -1.0000000e-04   2.0000000e-03   4.7000000e-03
   2.0000000e-03   1.3000000e-03  -1.5000000e-03
  -1.0000000e-04   3.2000000e-03  -5.9000000e-03
  -4.8000000e-03  -1.1000000e-03   1.6000000e-03
   2.0000000e-03  -3.3000000e-03   6.9000000e-03
   3.0000000e-04  -3.0000000e-03   4.7000000e-03
   3.0000000e-04  -1.0000000e-04   2.5000000e-03
  -2.8000000e-03  -6.0000000e-04   3.3000000e-03
  -1.0000000e-04   1.3000000e-03  -1.8000000e-03
  -2.6000000e-03   1.0000000e-03   3.5000000e-03
   1.7000000e-03  -2.3000000e-03  -2.0000000e-03
  -4.0000000e-03  -2.6000000e-03   3.8000000e-03
   1.2000000e-03  -1.0000000e-04  -2.0000000e-03
   2.0000000e-03   5.0000000e-04   3.0000000e-03
   3.4000000e-03   0.0000000e+00  -5.2000000e-03
  -1.6000000e-03   2.0000000e-03  -5.4000000e-03
   2.2000000e-03   1.5000000e-03  -5.4000000e-03
  -9.0000000e-04   1.7000000e-03   4.0000000e-03
   1.5000000e-03  -1.3000000e-03   2.5000000e-03
   3.2000000e-03  -3.5000000e-03   6.9000000e-03
   3.2000000e-03  -1.0000000e-04  -2.5000000e-03
  -4.0000000e-04   1.3000000e-03  -2.5000000e-03
   7.0000000e-04   1.5000000e-03   6.0000000e-04
   3.4000000e-03  -1.0000000e-04   3.3000000e-03
   3.9000000e-03   1.0000000e-03   1.8000000e-03
   1.0000000e-03  -1.8000000e-03  -4.4000000e-03
  -1.3000000e-03   1.5000000e-03   3.3000000e-03
  -9.0000000e-04  -1.1000000e-03   8.0000000e-04
  -1.1000000e-03  -5.2000000e-03   3.0000000e-03
   1.5000000e-03  -6.0000000e-04   7.9000000e-03
  -2.1000000e-03  -1.3000000e-03  -4.7000000e-03
   2.2000000e-03  -6.5000000e-03   1.1800000e-02
   8.0000000e-04   4.4000000e-03   0.0000000e+00
  -1.6000000e-03   8.0000000e-04  -4.2000000e-03
  -1.0000000e-04   3.0000000e-04   4.2000000e-03
  -4.0000000e-04   3.0000000e-04  -2.2000000e-03
   1.5000000e-03  -1.3000000e-03  -7.6000000e-03
  -1.0000000e-04  -4.3000000e-03  -1.2000000e-02
  -6.0000000e-04   3.7000000e-03   2.0000000e-03
  -2.8000000e-03   1.2000000e-03   6.0000000e-03
  -6.0000000e-04   5.0000000e-04   1.1000000e-03
   3.4000000e-03   0.0000000e+00   1.0000000e-04
   0.0000000e+00   2.0000000e-03  -4.0000000e-03
   3.0000000e-04  -2.8000000e-03  -3.0000000e-03
  -1.0000000e-04   1.3000000e-03  -5.7000000e-03
  -2.6000000e-03   2.5000000e-03   2.8000000e-03
  -4.3000000e-03  -8.0000000e-04  -6.6000000e-03
  -3.0000000e-03   1.3000000e-03   2.0000000e-03
  -1.6000000e-03   1.0000000e-03   9.4000000e-03
   5.0000000e-04   3.0000000e-04  -2.5000000e-03
   1.2000000e-03  -1.0000000e-04   2.8000000e-03
   4.4000000e-03  -1.0000000e-04  -7.1000000e-03
  -6.0000000e-04  -1.6000000e-03   3.8000000e-03
  -4.0000000e-04  -1.3000000e-03   3.8000000e-03
   3.9000000e-03  -2.8000000e-03  -1.0000000e-03
  -1.1000000e-03  -4.0000000e-04  -1.3000000e-03
   3.7000000e-03  -3.5000000e-03   3.0000000e-03
  -1.8000000e-03   3.9000000e-03  -5.7000000e-03
   2.0000000e-03   2.5000000e-03  -1.8000000e-03
   2.0000000e-03  -4.0000000e-04   2.8000000e-03
  -1.1000000e-03  -4.3000000e-03   1.0000000e-04
   5.0000000e-04  -6.0000000e-04   0.0000000e+00
   2.2000000e-03  -2.3000000e-03  -2.2000000e-03
   8.0000000e-04   2.0000000e-03   3.3000000e-03
  -2.3000000e-03  -9.0000000e-04  -1.8000000e-03
  -4.0000000e-04   3.0000000e-04   5.0000000e-03
   2.0000000e-03   1.2000000e-03   9.9000000e-03
   5.0000000e-04  -1.3000000e-03   1.8000000e-03
  -1.3000000e-03   5.0000000e-04  -3.5000000e-03
  -6.0000000e-04   1.2000000e-03   2.3000000e-03
   5.0000000e-04  -4.0000000e-04  -5.9000000e-03
   3.2000000e-03  -1.6000000e-03  -1.0000000e-03
   8.0000000e-04   2.7000000e-03  -3.0000000e-04
   5.0000000e-04   2.9000000e-03   5.0000000e-03
   2.0000000e-03   5.0000000e-04   3.0000000e-04
  -1.0000000e-04   2.2000000e-03  -4.2000000e-03
  -9.0000000e-04  -4.0000000e-03  -5.0000000e-04
  -1.1000000e-03  -4.0000000e-03   1.6000000e-03
   3.7000000e-03  -4.0000000e-04  -2.0000000e-03
   2.7000000e-03   2.9000000e-03   3.3000000e-03
   2.7000000e-03   2.2000000e-03   3.0000000e-04
   2.0000000e-03  -2.6000000e-03   6.0000000e-03
  -3.1000000e-03   7.0000000e-04   0.0000000e+00
  -1.6000000e-03  -1.4000000e-03   3.0000000e-03
   5.0000000e-04  -6.0000000e-04  -1.5000000e-03
   0.0000000e+00  -2.8000000e-03   2.0000000e-03
  -1.0000000e-04   7.0000000e-04   1.0000000e-04
  -2.6000000e-03  -6.0000000e-04   0.0000000e+00
   2.9000000e-03  -3.3000000e-03   2.0000000e-03
  -2.3000000e-03  -3.3000000e-03   3.0000000e-04
  -6.0000000e-04   1.7000000e-03   5.5000000e-03
   1.5000000e-03  -2.1000000e-03   5.5000000e-03
   3.0000000e-04  -1.8000000e-03  -2.0000000e-03
   1.5000000e-03   5.0000000e-04   2.8000000e-03
   1.5000000e-03  -4.0000000e-04  -2.5000000e-03
   3.7000000e-03  -3.8000000e-03   6.4000000e-03
   1.7000000e-03   1.2000000e-03   1.1000000e-03
   1.5000000e-03   1.2000000e-03   7.9000000e-03
   2.0000000e-03  -1.8000000e-03   8.2000000e-03
   5.0000000e-04   1.2000000e-03   1.6000000e-03
   3.0000000e-04   5.0000000e-04  -2.5000000e-03
   0.0000000e+00  -5.5000000e-03  -3.0000000e-04
  -4.3000000e-03  -1.4000000e-03   1.0000000e-04
  -1.0000000e-04   0.0000000e+00   1.0000000e-04
  -3.1000000e-03  -2.6000000e-03   2.5000000e-03
  -6.0000000e-04  -1.0000000e-04  -1.3000000e-03
  -3.3000000e-03   1.7000000e-03   6.0000000e-04
  -3.1000000e-03  -9.0000000e-04   0.0000000e+00
   5.1000000e-03  -1.8000000e-03   4.5000000e-03
  -4.0000000e-04  -4.0000000e-04   2.5000000e-03
  -1.0000000e-04   3.0000000e-04   2.0000000e-03
   3.7000000e-03  -9.0000000e-04   4.2000000e-03
  -1.0000000e-04  -2.6000000e-03   3.5000000e-03
  -1.0000000e-04  -3.6000000e-03  -5.0000000e-04
   1.7000000e-03  -1.4000000e-03   2.0000000e-03
  -1.3000000e-03  -3.3000000e-03   5.7000000e-03
  -2.8000000e-03  -2.1000000e-03  -2.0000000e-03
   1.0000000e-03  -9.0000000e-04   1.3000000e-03
   6.1000000e-03  -2.1000000e-03   1.1000000e-03
  -2.3000000e-03  -2.3000000e-03  -3.0000000e-04
   0.0000000e+00  -1.1000000e-03   5.5000000e-03
   4.4000000e-03   2.9000000e-03  -2.2000000e-03
  -2.3000000e-03   0.0000000e+00   1.8000000e-03
  -1.1000000e-03  -4.0000000e-04  -1.3000000e-03
   0.0000000e+00   2.0000000e-03   6.0000000e-04
   3.4000000e-03   7.0000000e-04   3.0000000e-03
  -4.3000000e-03   1.5000000e-03   1.0000000e-04
  -1.6000000e-03   1.0000000e-03  -3.2000000e-03
   5.0000000e-04  -1.0000000e-04   3.8000000e-03
   2.2000000e-03   3.2000000e-03   6.0000000e-04
   7.0000000e-04  -2.6000000e-03   1.6000000e-03
   2.5000000e-03   3.0000000e-04  -8.0000000e-04
   0.0000000e+00  -1.6000000e-03   6.2000000e-03
   1.5000000e-03   5.0000000e-04   5.2000000e-03
   3.7000000e-03   1.5000000e-03   1.1000000e-03
  -2.3000000e-03   5.0000000e-04  -2.2000000e-03
   2.2000000e-03  -1.8000000e-03   0.0000000e+00
  -1.1000000e-03   3.9000000e-03   1.0000000e-04
  -1.0000000e-04   2.0000000e-03   6.4000000e-03
  -1.8000000e-03  -2.1000000e-03   4.0000000e-03
   3.0000000e-04   2.4000000e-03   5.7000000e-03
  -1.4000000e-03   0.0000000e+00  -6.6000000e-03
   3.0000000e-04  -4.5000000e-03   6.0000000e-04
  -2.8000000e-03  -2.1000000e-03  -4.2000000e-03
   5.0000000e-04   2.7000000e-03   4.2000000e-03
   3.2000000e-03   5.0000000e-04  -4.9000000e-03
  -3.1000000e-03  -1.8000000e-03   5.2000000e-03
   1.5000000e-03  -2.3000000e-03  -8.0000000e-04
   7.0000000e-04  -1.8000000e-03  -3.0000000e-04
   2.0000000e-04  -6.0000000e-04  -1.8000000e-03
   6.6000000e-03  -6.0000000e-04   3.8000000e-03
   1.0000000e-03  -1.4000000e-03  -8.0000000e-04
   1.2000000e-03  -1.0000000e-04   2.0000000e-03
  -2.6000000e-03  -2.3000000e-03  -2.7000000e-03
  -6.0000000e-04  -1.1000000e-03  -4.2000000e-03
  -6.0000000e-04  -3.8000000e-03  -5.0000000e-04
   1.7000000e-03   2.0000000e-04   5.2000000e-03
  -2.3000000e-03  -6.0000000e-04  -3.5000000e-03
  -3.3000000e-03  -1.0000000e-04   4.5000000e-03
  -2.6000000e-03  -4.0000000e-04   3.3000000e-03
  -3.5000000e-03   1.7000000e-03   4.0000000e-03
  -1.6000000e-03   7.0000000e-04   1.6000000e-03
  -1.1000000e-03  -1.6000000e-03   2.8000000e-03
  -6.0000000e-04   7.0000000e-04   3.0000000e-03
  -1.0000000e-04  -3.5000000e-03  -5.7000000e-03
   1.2000000e-03  -2.6000000e-03  -5.0000000e-04
   2.2000000e-03   1.2000000e-03  -1.8000000e-03
  -1.0000000e-04  -1.0000000e-04   2.3000000e-03
   2.9000000e-03  -2.8000000e-03  -3.2000000e-03
   1.7000000e-03   0.0000000e+00   1.3000000e-03
  -1.4000000e-03  -9.0000000e-04   3.3000000e-03
  -6.0000000e-04   2.0000000e-04   4.0000000e-03
  -3.8000000e-03  -1.9000000e-03   0.0000000e+00
   7.0000000e-04  -1.6000000e-03  -4.0000000e-03
  -1.3000000e-03  -2.8000000e-03   2.3000000e-03
  -9.0000000e-04  -3.1000000e-03   1.0000000e-04
   1.5000000e-03   0.0000000e+00   4.2000000e-03
   1.2000000e-03   1.4000000e-03   2.3000000e-03
   1.7000000e-03  -9.0000000e-04   3.8000000e-03
  -3.3000000e-03   0.0000000e+00   1.0000000e-04
  -6.0000000e-04  -6.5000000e-03  -1.0000000e-03
   1.5000000e-03   1.9000000e-03   1.0000000e-04
   2.7000000e-03  -9.0000000e-04   1.1000000e-03
   0.0000000e+00   5.0000000e-04   2.5000000e-03
   5.6000000e-03   1.2000000e-03   1.0000000e-04
   4.9000000e-03  -2.1000000e-03   1.8000000e-03
  -1.8000000e-03   5.0000000e-04  -2.0000000e-03
   7.0000000e-04   0.0000000e+00  -2.0000000e-03
   5.0000000e-04  -1.4000000e-03   6.0000000e-04
  -1.8000000e-03  -1.4000000e-03   2.8000000e-03
  -1.8000000e-03  -1.4000000e-03  -3.2000000e-03
   0.0000000e+00  -9.0000000e-04  -1.5000000e-03
  -4.0000000e-04   2.0000000e-04   4.0000000e-03
   3.0000000e-04   5.0000000e-04  -4.4000000e-03
   1.2000000e-03  -2.8000000e-03   8.2000000e-03
  -3.5000000e-03  -3.6000000e-03   5.0000000e-03
   1.7000000e-03   1.2000000e-03   4.0000000e-03
   7.0000000e-04  -9.0000000e-04   6.0000000e-04
  -6.0000000e-04   3.6000000e-03  -1.0000000e-03
   1.5000000e-03   7.0000000e-04  -5.0000000e-04
   5.0000000e-04  -1.9000000e-03  -1.8000000e-03
   5.0000000e-04  -1.1000000e-03   6.4000000e-03
  -2.6000000e-03  -1.9000000e-03   4.0000000e-03
   5.0000000e-04   1.4000000e-03  -2.0000000e-03
   5.0000000e-04   5.0000000e-04  -3.0000000e-04
  -2.1000000e-03  -1.6000000e-03   1.3000000e-03
   8.0000000e-04   1.2000000e-03   1.8000000e-03
   2.2000000e-03  -2.4000000e-03   6.0000000e-04
   2.5000000e-03   2.9000000e-03   8.0000000e-04
  -9.0000000e-04   1.7000000e-03   1.6000000e-03
   5.4000000e-03  -2.6000000e-03   6.9000000e-03
   3.9000000e-03   7.0000000e-04   1.0000000e-04
  -4.0000000e-03  -1.1000000e-03  -3.2000000e-03
   5.0000000e-04  -4.3000000e-03   4.5000000e-03
   1.7000000e-03   2.4000000e-03   1.0000000e-04
  -8.0000000e-04  -1.4000000e-03   2.0000000e-03
   2.5000000e-03  -6.0000000e-03  -1.0000000e-03
   0.0000000e+00  -6.0000000e-04  -2.2000000e-03
   1.7000000e-03  -2.0000000e-04   2.5000000e-03
  -8.0000000e-04  -3.1000000e-03  -8.0000000e-04
  -3.8000000e-03   0.0000000e+00  -9.6000000e-03
  -6.0000000e-04  -1.6000000e-03  -9.6000000e-03
   8.0000000e-04  -4.0000000e-04   1.0000000e-04
  -3.8000000e-03  -1.1000000e-03   4.2000000e-03
   2.2000000e-03  -3.6000000e-03  -3.0000000e-04
   8.0000000e-04  -2.8000000e-03   1.0000000e-04
   5.0000000e-04  -2.8000000e-03   1.3000000e-03
   8.0000000e-04  -2.1000000e-03  -2.7000000e-03
   8.0000000e-04   1.7000000e-03  -3.0000000e-03
   3.0000000e-04  -2.0000000e-04  -5.9000000e-03
  -2.6000000e-03  -1.4000000e-03  -8.0000000e-04
   2.7000000e-03   2.4000000e-03   2.0000000e-03
   1.0000000e-03   7.0000000e-04   6.0000000e-04
   3.0000000e-04  -2.1000000e-03  -2.2000000e-03
  -1.0000000e-04  -4.0000000e-04   1.6000000e-03
   1.7000000e-03  -2.6000000e-03  -4.4000000e-03
   3.0000000e-04  -4.6000000e-03   6.0000000e-03
  -4.0000000e-04  -3.6000000e-03  -3.7000000e-03
  -6.0000000e-04  -5.0000000e-03   3.3000000e-03
   3.0000000e-03  -4.8000000e-03   9.6000000e-03
   1.3000000e-03  -6.0000000e-04  -3.2000000e-03
   3.4000000e-03  -3.8000000e-03   4.7000000e-03
  -2.1000000e-03  -6.0000000e-04  -3.0000000e-04
   4.4000000e-03  -2.1000000e-03  -4.4000000e-03
  -1.6000000e-03  -1.6000000e-03   1.0000000e-04
   1.7000000e-03  -5.3000000e-03  -5.0000000e-04
  -2.6000000e-03   1.2000000e-03   1.8000000e-03
  -3.0000000e-03  -2.6000000e-03   4.0000000e-03
   1.0000000e-03  -2.1000000e-03   6.7000000e-03
  -3.5000000e-03  -3.6000000e-03  -2.5000000e-03
   3.0000000e-04  -2.6000000e-03   2.8000000e-03
  -1.0000000e-04  -4.5000000e-03  -1.0000000e-03
   3.7000000e-03  -4.1000000e-03   8.0000000e-04
  -2.3000000e-03  -3.3000000e-03  -4.4000000e-03
  -9.0000000e-04  -6.0000000e-04   3.8000000e-03
  -2.1000000e-03  -3.3000000e-03   2.5000000e-03
   0.0000000e+00   1.2000000e-03   3.5000000e-03
   2.2000000e-03  -2.8000000e-03   6.0000000e-04
   2.0000000e-03   3.4000000e-03   2.0000000e-03
  -1.3000000e-03  -1.0000000e-04   1.3000000e-03
  -4.0000000e-04  -2.1000000e-03   2.3000000e-03
   3.9000000e-03   0.0000000e+00   2.3000000e-03
   1.0000000e-03   5.0000000e-04   8.0000000e-04
   4.4000000e-03   2.9000000e-03   2.8000000e-03
   3.0000000e-04  -2.1000000e-03   3.0000000e-04
  -2.8000000e-03   2.0000000e-04   1.0000000e-04
   1.5000000e-03  -1.4000000e-03  -5.0000000e-04
  -1.6000000e-03   0.0000000e+00  -2.2000000e-03
   4.2000000e-03  -9.0000000e-04  -2.5000000e-03
  -2.1000000e-03  -1.1000000e-03   5.5000000e-03
   7.0000000e-04  -4.0000000e-04   2.0000000e-03
   0.0000000e+00  -1.6000000e-03  -3.2000000e-03
   5.0000000e-04  -9.0000000e-04  -1.5000000e-03
  -4.8000000e-03  -3.1000000e-03   6.0000000e-04
  -1.3000000e-03  -2.6000000e-03   3.3000000e-03
   1.2000000e-03   1.0000000e-03  -1.5000000e-03
   2.7000000e-03  -1.1000000e-03   1.8000000e-03
  -3.1000000e-03  -3.6000000e-03   0.0000000e+00
  -6.0000000e-04  -1.9000000e-03   4.2000000e-03
   7.0000000e-04  -2.8000000e-03  -3.0000000e-04
   0.0000000e+00   5.0000000e-04   5.7000000e-03
   1.2000000e-03  -2.1000000e-03   7.4000000e-03
   1.5000000e-03  -4.0000000e-04   6.4000000e-03
   1.2000000e-03   1.0000000e-03   6.0000000e-04
  -1.0000000e-04  -2.0000000e-04  -2.7000000e-03
  -1.6000000e-03   0.0000000e+00   1.6000000e-03
  -3.1000000e-03  -4.0000000e-04  -2.2000000e-03
   1.0000000e-03  -2.0000000e-04  -1.8000000e-03
  -1.8000000e-03   1.2000000e-03   5.2000000e-03
   4.2000000e-03   2.2000000e-03   1.1000000e-03
   5.0000000e-04   2.9000000e-03  -3.0000000e-04
   0.0000000e+00   7.0000000e-04  -6.4000000e-03
   0.0000000e+00   5.0000000e-04  -2.5000000e-03
  -1.1000000e-03  -9.0000000e-04   3.0000000e-04
  -4.8000000e-03  -6.0000000e-04  -3.2000000e-03
   3.4000000e-03  -1.6000000e-03   2.5000000e-03
  -1.0000000e-04  -3.1000000e-03   4.0000000e-03
   2.0000000e-03  -3.6000000e-03   6.0000000e-04
   3.0000000e-04   1.0000000e-03   2.5000000e-03
   0.0000000e+00  -6.0000000e-04   6.2000000e-03
   2.4000000e-03   1.9000000e-03  -1.3000000e-03
   1.0000000e-03  -3.8000000e-03   6.0000000e-04
   3.4000000e-03  -2.1000000e-03   6.0000000e-03
   4.6000000e-03   2.0000000e-04  -3.0000000e-04
   2.2000000e-03   2.0000000e-04  -8.0000000e-04
   2.2000000e-03  -1.4000000e-03   4.0000000e-03
   1.0000000e-03   4.1000000e-03   4.5000000e-03
   7.0000000e-04   0.0000000e+00  -5.0000000e-04
  -2.1000000e-03   2.9000000e-03   4.2000000e-03
   3.4000000e-03  -1.6000000e-03  -1.8000000e-03
   2.2000000e-03  -2.1000000e-03   4.2000000e-03
   2.9000000e-03   7.0000000e-04  -2.7000000e-03
   7.0000000e-04   7.0000000e-04  -2.0000000e-03
  -9.0000000e-04  -9.0000000e-04  -1.3000000e-03
   1.9000000e-03  -3.3000000e-03   0.0000000e+00
   1.9000000e-03   1.9000000e-03   6.7000000e-03
  -2.1000000e-03  -6.0000000e-04   8.0000000e-04
   3.2000000e-03   2.0000000e-04  -8.0000000e-04
   1.5000000e-03   1.2000000e-03  -2.2000000e-03
   1.2000000e-03  -1.9000000e-03   4.5000000e-03
   1.9000000e-03  -9.0000000e-04  -5.0000000e-04
  -1.6000000e-03   0.0000000e+00   8.6000000e-03
   5.0000000e-04  -4.0000000e-04   6.2000000e-03
   1.7000000e-03   0.0000000e+00   2.8000000e-03
  -4.0000000e-04  -2.6000000e-03  -3.5000000e-03
   1.0000000e-03   1.0000000e-03  -3.5000000e-03
  -1.6000000e-03  -4.1000000e-03   1.1000000e-03
  -2.1000000e-03   2.0000000e-04  -4.4000000e-03
   5.0000000e-04  -3.1000000e-03  -3.2000000e-03
  -3.3000000e-03  -6.0000000e-04   8.0000000e-04
   2.9000000e-03  -3.3000000e-03   6.0000000e-04
   0.0000000e+00   2.7000000e-03  -2.2000000e-03
   1.0000000e-03  -4.8000000e-03   2.8000000e-03
  -6.0000000e-04  -3.1000000e-03   4.7000000e-03
  -1.1000000e-03  -1.9000000e-03   5.5000000e-03
   1.7000000e-03   3.4000000e-03  -8.0000000e-04
  -1.6000000e-03  -4.0000000e-04   2.3000000e-03
   0.0000000e+00  -2.6000000e-03  -3.7000000e-03
  -1.0000000e-04  -2.0000000e-04   3.3000000e-03
  -2.8000000e-03   1.0000000e-03  -4.2000000e-03
   7.0000000e-04  -1.9000000e-03   5.7000000e-03
  -4.0000000e-04  -2.0000000e-04   6.0000000e-03
   0.0000000e+00   2.0000000e-04   1.1000000e-03
  -1.6000000e-03  -9.0000000e-04   1.0600000e-02
   1.2000000e-03   3.2000000e-03   3.8000000e-03
  -4.0000000e-04  -1.6000000e-03   2.3000000e-03
   2.7000000e-03   0.0000000e+00   3.0000000e-03
   3.2000000e-03  -3.6000000e-03   2.0000000e-03
  -4.8000000e-03  -6.0000000e-04  -4.4000000e-03
  -2.3000000e-03  -4.0000000e-04   2.5000000e-03
   1.2000000e-03  -1.1000000e-03   2.0000000e-03
  -2.3000000e-03  -2.3000000e-03  -3.0000000e-04
   3.2000000e-03  -9.0000000e-04  -3.2000000e-03
   1.2000000e-03   2.0000000e-04   2.8000000e-03
